"","acc","rmse","f1","auc","sens","spec","fnr","fpr","plr","nlr"
"2210",0.825,0.403099913722165,0.588235294117647,0.810035842293907,0.555555555555556,0.903225806451613,0.444444444444444,0.0967741935483871,5.74074074074074,0.492063492063492
"2211",0.85,0.312573367999083,0.7,0.844086021505376,0.777777777777778,0.870967741935484,0.222222222222222,0.129032258064516,6.02777777777778,0.255144032921811
"2212",0.775,0.426644784071237,0.470588235294118,0.758928571428571,0.333333333333333,0.964285714285714,0.666666666666667,0.0357142857142857,9.33333333333334,0.691358024691358
"2213",0.8,0.404098788548698,0.636363636363636,0.858974358974359,0.538461538461538,0.925925925925926,0.461538461538462,0.0740740740740741,7.26923076923077,0.498461538461539
"2214",0.825,0.355914379877559,0.631578947368421,0.898333333333333,0.6,0.9,0.4,0.1,6,0.444444444444444
"2215",0.85,0.311390837024472,0.727272727272727,0.94,0.8,0.866666666666667,0.2,0.133333333333333,6,0.230769230769231
"2216",0.8,0.410988934893247,0.714285714285714,0.829427083333333,0.625,0.916666666666667,0.375,0.0833333333333334,7.5,0.409090909090909
"2217",0.875,0.304085423522367,0.8,0.908831908831909,0.769230769230769,0.925925925925926,0.230769230769231,0.0740740740740741,10.3846153846154,0.249230769230769
"2218",0.8,0.378583796986349,0.733333333333333,0.950127877237852,0.647058823529412,0.91304347826087,0.352941176470588,0.0869565217391305,7.44117647058823,0.38655462184874
"2219",0.875,0.356998153403804,0.736842105263158,0.913793103448276,0.636363636363636,0.96551724137931,0.363636363636364,0.0344827586206896,18.4545454545455,0.376623376623377
"2220",0.8,0.397857950650823,0.666666666666667,0.868131868131868,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2221",0.8,0.3791036855078,0.75,0.912760416666667,0.75,0.833333333333333,0.25,0.166666666666667,4.5,0.3
"2222",0.8,0.412663067338386,0.692307692307692,0.873697916666667,0.5625,0.958333333333333,0.4375,0.0416666666666666,13.5,0.456521739130435
"2223",0.8,0.380357948942376,0.636363636363636,0.826210826210826,0.538461538461538,0.925925925925926,0.461538461538462,0.0740740740740741,7.26923076923077,0.498461538461539
"2224",0.9,0.320815372133921,0.777777777777778,0.884012539184953,0.636363636363636,1,0.363636363636364,0,Inf,0.363636363636364
"2225",0.85,0.361646285894803,0.571428571428571,0.698529411764706,0.666666666666667,0.882352941176471,0.333333333333333,0.117647058823529,5.66666666666667,0.377777777777778
"2226",0.925,0.315201290454316,0.869565217391304,0.931623931623932,0.769230769230769,1,0.230769230769231,0,Inf,0.230769230769231
"2227",0.75,0.424243731659132,0.615384615384615,0.901333333333333,0.533333333333333,0.88,0.466666666666667,0.12,4.44444444444444,0.53030303030303
"2228",0.85,0.363384043643415,0.666666666666667,0.880877742946708,0.545454545454545,0.96551724137931,0.454545454545455,0.0344827586206896,15.8181818181818,0.470779220779221
"2229",0.775,0.369139659406478,0.571428571428571,0.846394984326019,0.545454545454545,0.862068965517241,0.454545454545455,0.137931034482759,3.95454545454545,0.527272727272727
"2230",0.8,0.356721369340099,0.692307692307692,0.896978021978022,0.642857142857143,0.884615384615385,0.357142857142857,0.115384615384615,5.57142857142857,0.403726708074534
"2231",0.85,0.342636214154891,0.7,0.813620071684588,0.777777777777778,0.870967741935484,0.222222222222222,0.129032258064516,6.02777777777778,0.255144032921811
"2232",0.8,0.356964496056333,0.636363636363636,0.904761904761905,0.583333333333333,0.892857142857143,0.416666666666667,0.107142857142857,5.44444444444445,0.466666666666667
"2233",0.85,0.332522587808098,0.785714285714286,0.895604395604396,0.785714285714286,0.884615384615385,0.214285714285714,0.115384615384615,6.80952380952381,0.242236024844721
"2234",0.85,0.328865390879959,0.625,0.893939393939394,0.714285714285714,0.878787878787879,0.285714285714286,0.121212121212121,5.89285714285714,0.32512315270936
"2235",0.8,0.324368707994576,0.555555555555556,0.898268398268398,0.714285714285714,0.818181818181818,0.285714285714286,0.181818181818182,3.92857142857143,0.349206349206349
"2236",0.85,0.337164634576091,0.7,0.835,0.7,0.9,0.3,0.1,7,0.333333333333333
"2237",0.8,0.374124024570608,0.555555555555556,0.884803921568627,0.833333333333333,0.794117647058823,0.166666666666667,0.205882352941177,4.04761904761905,0.209876543209877
"2238",0.825,0.336889787138802,0.588235294117647,0.818996415770609,0.555555555555556,0.903225806451613,0.444444444444444,0.0967741935483871,5.74074074074074,0.492063492063492
"2239",0.85,0.31778757047102,0.75,0.934169278996865,0.818181818181818,0.862068965517241,0.181818181818182,0.137931034482759,5.93181818181818,0.210909090909091
"2240",0.775,0.349214405030388,0.571428571428571,0.791666666666667,0.6,0.833333333333333,0.4,0.166666666666667,3.6,0.48
"2241",0.775,0.373063731198613,0.608695652173913,0.864583333333333,0.583333333333333,0.857142857142857,0.416666666666667,0.142857142857143,4.08333333333333,0.486111111111111
"2242",0.8,0.376640350293813,0.666666666666667,0.89010989010989,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2243",0.85,0.350832947866503,0.727272727272727,0.884615384615385,0.615384615384615,0.962962962962963,0.384615384615385,0.0370370370370371,16.6153846153846,0.399408284023669
"2244",0.825,0.376529348119245,0.695652173913043,0.88034188034188,0.615384615384615,0.925925925925926,0.384615384615385,0.0740740740740741,8.30769230769231,0.415384615384615
"2245",0.8,0.356157435198628,0.6,0.833333333333333,0.666666666666667,0.838709677419355,0.333333333333333,0.161290322580645,4.13333333333333,0.397435897435897
"2246",0.85,0.325908665280445,0.7,0.910394265232975,0.777777777777778,0.870967741935484,0.222222222222222,0.129032258064516,6.02777777777778,0.255144032921811
"2247",0.75,0.412980032303817,0.583333333333333,0.768025078369906,0.636363636363636,0.793103448275862,0.363636363636364,0.206896551724138,3.07575757575758,0.458498023715415
"2248",0.85,0.332488801370294,0.727272727272727,0.931547619047619,0.666666666666667,0.928571428571429,0.333333333333333,0.0714285714285714,9.33333333333334,0.358974358974359
"2249",0.875,0.315115878687354,0.666666666666667,0.924242424242424,0.714285714285714,0.909090909090909,0.285714285714286,0.0909090909090909,7.85714285714285,0.314285714285714
"2250",0.75,0.398694141139278,0.444444444444444,0.74910394265233,0.444444444444444,0.838709677419355,0.555555555555556,0.161290322580645,2.75555555555556,0.662393162393162
"2251",0.85,0.338639067765763,0.666666666666667,0.874608150470219,0.545454545454545,0.96551724137931,0.454545454545455,0.0344827586206896,15.8181818181818,0.470779220779221
"2252",0.85,0.34591728897985,0.727272727272727,0.929467084639498,0.727272727272727,0.896551724137931,0.272727272727273,0.103448275862069,7.03030303030303,0.304195804195804
"2253",0.85,0.36814079821957,0.727272727272727,0.836309523809524,0.666666666666667,0.928571428571429,0.333333333333333,0.0714285714285714,9.33333333333334,0.358974358974359
"2254",0.8,0.39078685133479,0.555555555555556,0.833855799373041,0.454545454545455,0.931034482758621,0.545454545454545,0.0689655172413793,6.59090909090909,0.585858585858586
"2255",0.825,0.361197642659326,0.695652173913043,0.833333333333333,0.666666666666667,0.892857142857143,0.333333333333333,0.107142857142857,6.22222222222222,0.373333333333333
"2256",0.825,0.409117194016488,0.588235294117647,0.731666666666667,0.5,0.933333333333333,0.5,0.0666666666666667,7.5,0.535714285714286
"2257",0.725,0.416216891924464,0.56,0.779202279202279,0.538461538461538,0.814814814814815,0.461538461538462,0.185185185185185,2.90769230769231,0.566433566433566
"2258",0.825,0.341966020958055,0.666666666666667,0.87890625,0.875,0.8125,0.125,0.1875,4.66666666666667,0.153846153846154
"2259",0.75,0.395855988264144,0.583333333333333,0.763392857142857,0.583333333333333,0.821428571428571,0.416666666666667,0.178571428571429,3.26666666666667,0.507246376811594
"2260",0.775,0.378592910322086,0.571428571428571,0.81,0.6,0.833333333333333,0.4,0.166666666666667,3.6,0.48
"2261",0.8,0.412006160006046,0.636363636363636,0.821428571428571,0.5,0.961538461538462,0.5,0.0384615384615384,13,0.52
"2262",0.825,0.366913410948844,0.695652173913043,0.898333333333333,0.8,0.833333333333333,0.2,0.166666666666667,4.8,0.24
"2263",0.75,0.417348826807911,0.642857142857143,0.813186813186813,0.642857142857143,0.807692307692308,0.357142857142857,0.192307692307692,3.34285714285714,0.442176870748299
"2264",0.8,0.365831691051185,0.666666666666667,0.888888888888889,0.888888888888889,0.774193548387097,0.111111111111111,0.225806451612903,3.93650793650794,0.143518518518519
"2265",0.75,0.417410352209299,0.642857142857143,0.776098901098901,0.642857142857143,0.807692307692308,0.357142857142857,0.192307692307692,3.34285714285714,0.442176870748299
"2266",0.8,0.325047275142836,0.6,0.87890625,0.75,0.8125,0.25,0.1875,4,0.307692307692308
"2267",0.875,0.365916167497666,0.8,0.966666666666667,0.666666666666667,1,0.333333333333333,0,Inf,0.333333333333333
"2268",0.75,0.432568033938663,0.583333333333333,0.787202380952381,0.583333333333333,0.821428571428571,0.416666666666667,0.178571428571429,3.26666666666667,0.507246376811594
"2269",0.8,0.386738321904567,0.666666666666667,0.840659340659341,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
